Date,Close,High,Low,Open,Volume
1/23/1981,0.112186983,0.113043326,0.112186983,0.112615154,11222400
1/26/1981,0.110474296,0.110902467,0.110474296,0.110902467,24640000
1/27/1981,0.109617993,0.110474324,0.109617993,0.110474324,23699200
1/28/1981,0.106192678,0.10662085,0.106192678,0.10662085,28156800
1/29/1981,0.102339149,0.10276732,0.102339149,0.10276732,43904000
1/30/1981,0.096772164,0.097628506,0.096772164,0.097628506,46188800
2/2/1981,0.091206022,0.091634187,0.091206022,0.091634187,23766400
2/3/1981,0.094631337,0.095059502,0.094631337,0.094631337,19152000
2/4/1981,0.098056696,0.098484856,0.098056696,0.098056696,27865600
2/5/1981,0.098056696,0.098913027,0.098056696,0.098056696,7929600
2/6/1981,0.098484829,0.098913,0.098484829,0.098484829,13865600
2/9/1981,0.093346871,0.094203209,0.093346871,0.094203209,16755200
2/10/1981,0.093346871,0.093775043,0.093346871,0.093346871,18345600
2/11/1981,0.090349644,0.09077781,0.090349644,0.09077781,13843200
2/12/1981,0.08949253,0.089921467,0.08949253,0.089921467,14560000
2/13/1981,0.087351725,0.088208061,0.087351725,0.088208061,11155200
2/17/1981,0.08949253,0.089921467,0.08949253,0.08949253,12275200
2/18/1981,0.093346871,0.094203209,0.093346871,0.093346871,19241600
2/19/1981,0.087779865,0.088208036,0.087779865,0.088208036,22310400
2/20/1981,0.083070032,0.083498204,0.083070032,0.083498204,24371200
2/23/1981,0.084354512,0.084782684,0.084354512,0.084354512,14112000
2/24/1981,0.081357352,0.082213689,0.081357352,0.082213689,16979200
2/25/1981,0.086495377,0.086923543,0.086495377,0.086495377,19488000
2/26/1981,0.087779865,0.088208036,0.087779865,0.087779865,10841600
2/27/1981,0.090777822,0.091634159,0.090777822,0.090777822,14761600
3/2/1981,0.091206022,0.091634187,0.091206022,0.091206022,11760000
3/3/1981,0.089921504,0.090349676,0.089921504,0.090349676,16172800
3/4/1981,0.089064397,0.089492562,0.089064397,0.089492562,13708800
3/5/1981,0.088636287,0.089064458,0.088636287,0.089064458,5376000
3/6/1981,0.087779865,0.088636201,0.087779865,0.088636201,11603200
3/9/1981,0.080929205,0.08135737,0.080929205,0.08135737,15321600
3/10/1981,0.0770749,0.077503066,0.0770749,0.077503066,28380800
3/11/1981,0.074077718,0.074934055,0.074077718,0.074934055,29859200
3/12/1981,0.0770749,0.077503066,0.0770749,0.0770749,59248000
3/13/1981,0.07621859,0.076646756,0.07621859,0.076646756,231302400
3/16/1981,0.079216495,0.080072832,0.079216495,0.079216495,37228800
3/17/1981,0.083070032,0.083926369,0.083070032,0.083070032,43747200
3/18/1981,0.088208042,0.089064379,0.088208042,0.088208042,36937600
3/19/1981,0.087351725,0.08777989,0.087351725,0.08777989,37811200
3/20/1981,0.088208042,0.089064379,0.088208042,0.088208042,14604800
3/23/1981,0.091634184,0.092490521,0.091634184,0.091634184,22019200
3/24/1981,0.091206022,0.091634187,0.091206022,0.091634187,28156800
3/25/1981,0.08949253,0.090349638,0.08949253,0.090349638,7056000
3/26/1981,0.087779865,0.088208036,0.087779865,0.088208036,12275200
3/27/1981,0.084782697,0.085210863,0.084782697,0.085210863,12252800
3/30/1981,0.084782697,0.085639034,0.084782697,0.084782697,9900800
3/31/1981,0.083926365,0.084782702,0.083926365,0.084782702,15993600
4/1/1981,0.083070032,0.083498204,0.083070032,0.083498204,34070400
4/2/1981,0.090349644,0.09077781,0.090349644,0.090349644,31404800
4/3/1981,0.090777822,0.091205993,0.090777822,0.090777822,16486400
4/6/1981,0.089064397,0.089492562,0.089064397,0.089492562,22803200
4/7/1981,0.088208042,0.088636208,0.088208042,0.088636208,10684800
4/8/1981,0.092490524,0.093346861,0.092490524,0.092490524,21952000
4/9/1981,0.094203196,0.094631368,0.094203196,0.094203196,12499200
4/10/1981,0.095487691,0.095915857,0.095487691,0.095487691,33465600
4/13/1981,0.095487691,0.095915857,0.095487691,0.095487691,16060800
4/14/1981,0.095487691,0.095915857,0.095487691,0.095487691,6652800
4/15/1981,0.090777822,0.091205993,0.090777822,0.091205993,34048000
4/16/1981,0.085639037,0.086067203,0.085639037,0.086067203,23878400
4/20/1981,0.088208042,0.088636208,0.088208042,0.088208042,35347200
4/21/1981,0.094203196,0.094631368,0.094203196,0.094203196,28537600
4/22/1981,0.097628541,0.098056713,0.097628541,0.097628541,18995200
4/23/1981,0.100197524,0.100625695,0.100197524,0.100197524,58016000
4/24/1981,0.099341176,0.100197507,0.099341176,0.100197507,35056000
4/27/1981,0.098484829,0.098913,0.098484829,0.098913,38528000
4/28/1981,0.096772164,0.097200335,0.096772164,0.097200335,32188800
4/29/1981,0.095487691,0.095915857,0.095487691,0.095915857,13641600
4/30/1981,0.097200386,0.098056729,0.097200386,0.097200386,12611200
5/1/1981,0.097200386,0.098056729,0.097200386,0.097200386,16553600
5/4/1981,0.096772164,0.097200335,0.096772164,0.097200335,14448000
5/5/1981,0.096344039,0.096772199,0.096344039,0.096772199,17539200
5/6/1981,0.093775027,0.094203192,0.093775027,0.094203192,18950400
5/7/1981,0.095059551,0.095487723,0.095059551,0.095059551,9363200
5/8/1981,0.095915847,0.096344018,0.095915847,0.095915847,7907200
5/11/1981,0.093775027,0.094203192,0.093775027,0.094203192,11939200
5/12/1981,0.093775027,0.095059529,0.093775027,0.093775027,4256000
5/13/1981,0.093346871,0.09463138,0.093346871,0.093775043,4905600
5/14/1981,0.092062347,0.092918684,0.092062347,0.092918684,4928000
5/15/1981,0.094203196,0.095487705,0.094203196,0.094203196,4905600
5/18/1981,0.095915847,0.096772178,0.095915847,0.095915847,4166400
5/19/1981,0.094203196,0.094631368,0.094203196,0.094631368,25424000
5/20/1981,0.097200386,0.098056729,0.097200386,0.097200386,13283200
5/21/1981,0.102767341,0.103195512,0.102767341,0.102767341,32211200
5/22/1981,0.107477129,0.108333471,0.107477129,0.107477129,31427200
5/26/1981,0.107048973,0.107477133,0.107048973,0.107477133,85344000
5/27/1981,0.113043308,0.113471479,0.113043308,0.113043308,149497600
5/28/1981,0.113043308,0.113471479,0.113043308,0.113043308,73987200
5/29/1981,0.113471545,0.113900483,0.113471545,0.113471545,59382400
6/1/1981,0.113471545,0.113900483,0.113471545,0.113471545,51251200
6/2/1981,0.107905298,0.10833347,0.107905298,0.10833347,40432000
6/3/1981,0.107905298,0.108761629,0.107905298,0.107905298,39446400
6/4/1981,0.110046133,0.110474293,0.110046133,0.110046133,56067200
6/5/1981,0.108333506,0.108761666,0.108333506,0.108761666,57680000
6/8/1981,0.104480013,0.104908185,0.104480013,0.104908185,93497600
6/9/1981,0.106620856,0.107049027,0.106620856,0.106620856,119593600
6/10/1981,0.107905298,0.1091898,0.107905298,0.107905298,25222400
6/11/1981,0.11261522,0.113043392,0.11261522,0.11261522,38976000
6/12/1981,0.111330643,0.111758814,0.111330643,0.111758814,25804800
6/15/1981,0.11090254,0.111330712,0.11090254,0.111330712,143763200
6/16/1981,0.108761713,0.109189884,0.108761713,0.109189884,37251200
6/17/1981,0.107048973,0.107477133,0.107048973,0.107477133,27574400
6/18/1981,0.106620856,0.107477187,0.106620856,0.107049027,23049600
6/19/1981,0.103623658,0.104051818,0.103623658,0.104051818,27507200
6/22/1981,0.099769376,0.100197536,0.099769376,0.100197536,10841600
6/23/1981,0.101482034,0.102339131,0.101482034,0.101482034,15030400
6/24/1981,0.098913021,0.099769364,0.098913021,0.099769364,23027200
6/25/1981,0.101053856,0.101482028,0.101053856,0.101053856,24259200
6/26/1981,0.099769376,0.100625707,0.099769376,0.100625707,23788800
6/29/1981,0.096344039,0.09720037,0.096344039,0.09720037,10595200
6/30/1981,0.089064397,0.089492562,0.089064397,0.089492562,35907200
7/1/1981,0.088208042,0.088636208,0.088208042,0.088636208,170464000
7/2/1981,0.088208042,0.088636208,0.088208042,0.088208042,30284800
7/6/1981,0.08521089,0.086067227,0.08521089,0.086067227,16531200
7/7/1981,0.086067222,0.086923559,0.086067222,0.086067222,15836800
7/8/1981,0.08949253,0.089921467,0.08949253,0.08949253,16620800
7/9/1981,0.082641825,0.08306999,0.082641825,0.08306999,32883200
7/10/1981,0.07621859,0.076646756,0.07621859,0.076646756,55171200
7/13/1981,0.07793203,0.078360201,0.07793203,0.07793203,45740800
7/14/1981,0.081357352,0.082213689,0.081357352,0.081357352,19779200
7/15/1981,0.083498202,0.083926368,0.083498202,0.083498202,10953600
7/16/1981,0.085639037,0.086495374,0.085639037,0.085639037,15232000
7/17/1981,0.088636287,0.089064458,0.088636287,0.088636287,19824000
7/20/1981,0.082641825,0.08306999,0.082641825,0.08306999,23654400
7/21/1981,0.082213707,0.082641879,0.082213707,0.082641879,31942400
7/22/1981,0.077503115,0.078360224,0.077503115,0.078360224,22668800
7/23/1981,0.07964468,0.080072851,0.07964468,0.07964468,34451200
7/24/1981,0.082213707,0.082641879,0.082213707,0.082213707,28851200
7/27/1981,0.085639037,0.086067203,0.085639037,0.085639037,17337600
7/28/1981,0.082641825,0.08306999,0.082641825,0.08306999,22848000
7/29/1981,0.081357352,0.081785524,0.081357352,0.081785524,15500800
7/30/1981,0.084354512,0.085210849,0.084354512,0.084354512,9900800
7/31/1981,0.085639037,0.086067203,0.085639037,0.085639037,10953600
8/3/1981,0.084782697,0.085639034,0.084782697,0.085639034,12432000
8/4/1981,0.086067222,0.086495393,0.086067222,0.086067222,31673600
8/5/1981,0.088636287,0.089064458,0.088636287,0.088636287,17494400
8/6/1981,0.086495377,0.086923543,0.086495377,0.086923543,10528000
8/7/1981,0.086495377,0.086923543,0.086495377,0.086495377,9206400
8/10/1981,0.086495377,0.086495377,0.086495377,0.086495377,0
8/11/1981,0.083926365,0.084782702,0.083926365,0.084782702,71456000
8/12/1981,0.082213707,0.082641879,0.082213707,0.082641879,26275200
8/13/1981,0.07964468,0.080072851,0.07964468,0.080072851,27484800
8/14/1981,0.07836017,0.079216507,0.07836017,0.079216507,24192000
8/17/1981,0.075790383,0.07664672,0.075790383,0.07664672,18905600
8/18/1981,0.074077718,0.074934055,0.074077718,0.074934055,17001600
8/19/1981,0.073221385,0.074077722,0.073221385,0.074077722,20675200
8/20/1981,0.074077718,0.074505889,0.074077718,0.074077718,17113600
8/21/1981,0.068939723,0.06979606,0.068939723,0.06979606,41910400
8/24/1981,0.064657286,0.065085457,0.064657286,0.065085457,23072000
8/25/1981,0.066370711,0.066798876,0.066370711,0.066370711,40700800
8/26/1981,0.065085396,0.065513562,0.065085396,0.065513562,33600000
8/27/1981,0.065513603,0.065942541,0.065513603,0.065513603,25916800
8/28/1981,0.068939723,0.069367889,0.068939723,0.068939723,38035200
8/31/1981,0.068939723,0.069367889,0.068939723,0.068939723,40947200
9/1/1981,0.073221385,0.073649557,0.073221385,0.073221385,37027200
9/2/1981,0.074505895,0.074934061,0.074505895,0.074505895,19376000
9/3/1981,0.070652381,0.071508717,0.070652381,0.071508717,37475200
9/4/1981,0.06979607,0.070224236,0.06979607,0.070224236,15254400
9/8/1981,0.067655228,0.068083399,0.067655228,0.068083399,25446400
9/9/1981,0.067655228,0.068083399,0.067655228,0.067655228,30531200
9/10/1981,0.068083368,0.068511534,0.068083368,0.068083368,34809600
9/11/1981,0.067227051,0.067655216,0.067227051,0.067655216,17539200
9/14/1981,0.065085396,0.065513562,0.065085396,0.065513562,27686400
9/15/1981,0.063372746,0.063800912,0.063372746,0.063800912,19510400
9/16/1981,0.062088218,0.062516389,0.062088218,0.062516389,19353600
9/17/1981,0.060375534,0.060803705,0.060375534,0.060803705,19376000
9/18/1981,0.060803715,0.06123188,0.060803715,0.060803715,26320000
9/21/1981,0.061231915,0.061660086,0.061231915,0.061231915,49033600
9/22/1981,0.057806563,0.058234728,0.057806563,0.058234728,47420800
9/23/1981,0.056522056,0.057378393,0.056522056,0.057378393,28201600
9/24/1981,0.056093905,0.056522071,0.056093905,0.056522071,18300800
9/25/1981,0.048814271,0.049670608,0.048814271,0.049670608,34608000
9/28/1981,0.049242415,0.049670586,0.049242415,0.049242415,91728000
9/29/1981,0.051811453,0.052239624,0.051811453,0.051811453,94684800
9/30/1981,0.052239608,0.052667774,0.052239608,0.052239608,49996800
10/1/1981,0.052239608,0.052667774,0.052239608,0.052239608,61129600
10/2/1981,0.056522056,0.056950228,0.056522056,0.056522056,45046400
10/5/1981,0.058234714,0.05909105,0.058234714,0.058234714,43097600
10/6/1981,0.057806563,0.058234728,0.057806563,0.058234728,28358400
10/7/1981,0.061231915,0.062088252,0.061231915,0.061231915,38841600
10/8/1981,0.063372746,0.063800912,0.063372746,0.063372746,31091200
10/9/1981,0.063800909,0.064657245,0.063800909,0.063800909,54521600
10/12/1981,0.065942541,0.066370712,0.065942541,0.065942541,27350400
10/13/1981,0.065942541,0.066798878,0.065942541,0.065942541,44195200
10/14/1981,0.062088218,0.062516389,0.062088218,0.062516389,30979200
10/15/1981,0.063372746,0.063800912,0.063372746,0.063372746,29433600
10/16/1981,0.062516421,0.062944587,0.062516421,0.062944587,36467200
10/19/1981,0.063800909,0.06422908,0.063800909,0.063800909,20585600
10/20/1981,0.067227051,0.067655216,0.067227051,0.067227051,35728000
10/21/1981,0.067227051,0.067655216,0.067227051,0.067227051,76899200
10/22/1981,0.066798851,0.067227022,0.066798851,0.067227022,32278400
10/23/1981,0.065085396,0.065513562,0.065085396,0.065513562,27910400
10/26/1981,0.065085396,0.065513562,0.065085396,0.065085396,27283200
10/27/1981,0.066370711,0.067227048,0.066370711,0.066370711,85590400
10/28/1981,0.068511538,0.068939709,0.068511538,0.068511538,44172800
10/29/1981,0.067655228,0.068083399,0.067655228,0.068083399,30486400
10/30/1981,0.068511538,0.068939709,0.068511538,0.068511538,52729600
11/2/1981,0.068511538,0.068939709,0.068511538,0.068511538,36915200
11/3/1981,0.067655228,0.068083399,0.067655228,0.068083399,28380800
11/4/1981,0.065942541,0.066370712,0.065942541,0.066370712,23811200
11/5/1981,0.061231915,0.061660086,0.061231915,0.061660086,23363200
11/6/1981,0.061660092,0.062088258,0.061660092,0.061660092,24595200
11/9/1981,0.062516421,0.062944587,0.062516421,0.062516421,20384000
11/10/1981,0.062944576,0.063372747,0.062944576,0.062944576,16755200
11/11/1981,0.064657286,0.065085457,0.064657286,0.064657286,27440000
11/12/1981,0.066798851,0.067227022,0.066798851,0.066798851,39916800
11/13/1981,0.062088218,0.062516389,0.062088218,0.062516389,21011200
11/16/1981,0.061231915,0.061660086,0.061231915,0.061660086,22556800
11/17/1981,0.062516421,0.062944587,0.062516421,0.062516421,35414400
11/18/1981,0.064657286,0.065085457,0.064657286,0.064657286,29142400
11/19/1981,0.064657286,0.065085457,0.064657286,0.064657286,40006400
11/20/1981,0.065085396,0.065513562,0.065085396,0.065085396,38102400
11/23/1981,0.062088218,0.062944554,0.062088218,0.062944554,22960000
11/24/1981,0.061660092,0.062088258,0.061660092,0.062088258,22153600
11/25/1981,0.062944576,0.063372747,0.062944576,0.062944576,52550400
11/27/1981,0.064657286,0.065085457,0.064657286,0.064657286,37251200
11/30/1981,0.063800909,0.06422908,0.063800909,0.06422908,23968000
12/1/1981,0.063800909,0.06422908,0.063800909,0.063800909,23385600
12/2/1981,0.064229108,0.064657274,0.064229108,0.064229108,37564800
12/3/1981,0.063372746,0.063800912,0.063372746,0.063800912,20428800
12/4/1981,0.065085396,0.065513562,0.065085396,0.065085396,137155200
12/7/1981,0.065513603,0.065942541,0.065513603,0.065513603,59292800
12/8/1981,0.064229108,0.065085445,0.064229108,0.065085445,50624000
12/9/1981,0.064657286,0.065085457,0.064657286,0.064657286,34272000
12/10/1981,0.064657286,0.065085457,0.064657286,0.064657286,37408000
12/11/1981,0.064229108,0.065085445,0.064229108,0.064657274,76092800
12/14/1981,0.062088218,0.062944554,0.062088218,0.062944554,25244800
12/15/1981,0.063800909,0.06422908,0.063800909,0.063800909,31315200
12/16/1981,0.066798851,0.067227022,0.066798851,0.066798851,65452800
12/17/1981,0.072365068,0.072793239,0.072365068,0.072365068,51452800
12/18/1981,0.07836017,0.078788336,0.07836017,0.07836017,71724800
12/21/1981,0.074934065,0.075362237,0.074934065,0.075362237,56403200
12/22/1981,0.07621859,0.076646756,0.07621859,0.07621859,53827200
12/23/1981,0.074505895,0.074934061,0.074505895,0.074934061,28896000
12/24/1981,0.074934065,0.075362237,0.074934065,0.074934065,28918400
12/28/1981,0.071508743,0.072365074,0.071508743,0.072365074,36579200
12/29/1981,0.072793253,0.07364959,0.072793253,0.072793253,24236800
12/30/1981,0.075790383,0.076218554,0.075790383,0.075790383,32188800
12/31/1981,0.075790383,0.076218554,0.075790383,0.075790383,54656000
1/4/1982,0.075362243,0.075790408,0.075362243,0.075790408,71254400
1/5/1982,0.071508743,0.072365074,0.071508743,0.072365074,35840000
1/6/1982,0.070652381,0.071080546,0.070652381,0.071080546,66080000
1/7/1982,0.065085396,0.065942499,0.065085396,0.065942499,70044800
1/8/1982,0.068083368,0.068511534,0.068083368,0.068083368,56604800
1/11/1982,0.063800909,0.06422908,0.063800909,0.06422908,33331200
1/12/1982,0.061660092,0.062088258,0.061660092,0.062088258,59920000
1/13/1982,0.061231915,0.061660086,0.061231915,0.061660086,41753600
1/14/1982,0.064229108,0.064657274,0.064229108,0.064229108,25715200
1/15/1982,0.068511538,0.069367875,0.068511538,0.068511538,46704000
1/18/1982,0.06979607,0.070652408,0.06979607,0.06979607,28000000
1/19/1982,0.068083368,0.068939705,0.068083368,0.068939705,55507200
1/20/1982,0.069367878,0.069796049,0.069367878,0.069367878,25827200
1/21/1982,0.070652381,0.071080546,0.070652381,0.070652381,33331200
1/22/1982,0.07108058,0.071508752,0.07108058,0.07108058,24259200
1/25/1982,0.068939723,0.069367889,0.068939723,0.069367889,44710400
1/26/1982,0.066370711,0.067227048,0.066370711,0.067227048,21212800
1/27/1982,0.066798851,0.067655187,0.066798851,0.066798851,31360000
1/28/1982,0.068939723,0.069367889,0.068939723,0.068939723,39603200
1/29/1982,0.06979607,0.070224236,0.06979607,0.06979607,53155200
2/1/1982,0.068939723,0.06979606,0.068939723,0.06979606,38528000
2/2/1982,0.069367878,0.070224215,0.069367878,0.069367878,54275200
2/3/1982,0.069367878,0.069796049,0.069367878,0.069367878,31472000
2/4/1982,0.067655228,0.068083399,0.067655228,0.068083399,22041600
2/5/1982,0.067655228,0.068083399,0.067655228,0.067655228,40297600
2/8/1982,0.063372746,0.063800912,0.063372746,0.063800912,31696000
2/9/1982,0.063372746,0.063800912,0.063372746,0.063372746,57904000
2/10/1982,0.064229108,0.064657274,0.064229108,0.064229108,38796800
2/11/1982,0.063372746,0.063800912,0.063372746,0.063800912,24528000
2/12/1982,0.064229108,0.064657274,0.064229108,0.064229108,19644800
2/16/1982,0.062944576,0.063372747,0.062944576,0.063372747,34316800
2/17/1982,0.063800909,0.06422908,0.063800909,0.063800909,25580800
2/18/1982,0.064657286,0.065085457,0.064657286,0.064657286,28380800
2/19/1982,0.064229108,0.064657274,0.064229108,0.064657274,13596800
2/22/1982,0.063372746,0.063800912,0.063372746,0.063800912,26633600
2/23/1982,0.062516421,0.062944587,0.062516421,0.062944587,34540800
2/24/1982,0.062944576,0.063372747,0.062944576,0.062944576,37945600
2/25/1982,0.062516421,0.062944587,0.062516421,0.062944587,30800000
2/26/1982,0.062516421,0.062944587,0.062516421,0.062516421,17427200
3/1/1982,0.062944576,0.063372747,0.062944576,0.062944576,35302400
3/2/1982,0.062944576,0.063372747,0.062944576,0.062944576,34809600
3/3/1982,0.062944576,0.063372747,0.062944576,0.062944576,23654400
3/4/1982,0.061660092,0.062088258,0.061660092,0.062088258,38371200
3/5/1982,0.056950241,0.057378407,0.056950241,0.057378407,45315200
3/8/1982,0.056093905,0.056522071,0.056093905,0.056522071,35145600
3/9/1982,0.056522056,0.056950228,0.056522056,0.056522056,52505600
3/10/1982,0.055665717,0.056093888,0.055665717,0.056093888,86934400
3/11/1982,0.055665717,0.056522053,0.055665717,0.055665717,22579200
3/12/1982,0.052239608,0.052667774,0.052239608,0.052667774,46547200
3/15/1982,0.051811453,0.052239624,0.051811453,0.052239624,51363200
3/16/1982,0.050955087,0.051383258,0.050955087,0.051383258,47152000
3/17/1982,0.048386082,0.048814253,0.048386082,0.048814253,50489600
3/18/1982,0.052239608,0.052667774,0.052239608,0.052239608,56336000
3/19/1982,0.056950241,0.057378407,0.056950241,0.056950241,65811200
3/22/1982,0.061231915,0.061660086,0.061231915,0.061231915,69193600
3/23/1982,0.060375534,0.060803705,0.060375534,0.060803705,55955200
3/24/1982,0.056950241,0.057378407,0.056950241,0.057378407,51609600
3/25/1982,0.056522056,0.056950228,0.056522056,0.056950228,84112000
3/26/1982,0.055665717,0.056093888,0.055665717,0.056093888,50780800
3/29/1982,0.056950241,0.057378407,0.056950241,0.056950241,67603200
3/30/1982,0.057806563,0.058234728,0.057806563,0.057806563,77952000
3/31/1982,0.057806563,0.058234728,0.057806563,0.057806563,50153600
4/1/1982,0.060803715,0.06123188,0.060803715,0.060803715,59136000
4/2/1982,0.060803715,0.06123188,0.060803715,0.060803715,84806400
4/5/1982,0.060803715,0.06123188,0.060803715,0.060803715,86643200
4/6/1982,0.060375534,0.060803705,0.060375534,0.060803705,71590400
4/7/1982,0.059519235,0.059947401,0.059519235,0.059947401,29097600
4/8/1982,0.05994742,0.060375586,0.05994742,0.05994742,23990400
4/12/1982,0.059519235,0.060375566,0.059519235,0.059947401,44307200
4/13/1982,0.054809365,0.055237537,0.054809365,0.055237537,85299200
4/14/1982,0.055237558,0.055665723,0.055237558,0.055237558,113590400
4/15/1982,0.056093905,0.056522071,0.056093905,0.056093905,164281600
4/16/1982,0.057806563,0.058234728,0.057806563,0.057806563,104048000
4/19/1982,0.056522056,0.057378393,0.056522056,0.057378393,41283200
4/20/1982,0.053953059,0.05438123,0.053953059,0.05438123,80550400
4/21/1982,0.053524118,0.053953055,0.053524118,0.053953055,73024000
4/22/1982,0.052667774,0.053095946,0.052667774,0.053095946,52595200
4/23/1982,0.052667774,0.053095946,0.052667774,0.052667774,48294400
4/26/1982,0.053953059,0.05438123,0.053953059,0.053953059,57926400
4/27/1982,0.052239608,0.052667774,0.052239608,0.052667774,70268800
4/28/1982,0.050098762,0.050526933,0.050098762,0.050526933,99232000
4/29/1982,0.050098762,0.050526933,0.050098762,0.050098762,82230400
4/30/1982,0.050526928,0.050955094,0.050526928,0.050526928,277401600
5/3/1982,0.052239608,0.052667774,0.052239608,0.052239608,82700800
5/4/1982,0.053953059,0.05438123,0.053953059,0.053953059,73987200
5/5/1982,0.053095933,0.053953036,0.053095933,0.053953036,53939200
5/6/1982,0.054809365,0.055237537,0.054809365,0.054809365,75465600
5/7/1982,0.055665717,0.056093888,0.055665717,0.055665717,84716800
5/10/1982,0.054809365,0.055237537,0.054809365,0.055237537,31606400
5/11/1982,0.053095933,0.053524098,0.053095933,0.053524098,103017600
5/12/1982,0.051811453,0.052239624,0.051811453,0.052239624,71008000
5/13/1982,0.052239608,0.052667774,0.052239608,0.052239608,54454400
5/14/1982,0.050098762,0.050955099,0.050098762,0.050955099,95737600
5/17/1982,0.049242415,0.049670586,0.049242415,0.049670586,76204800
5/18/1982,0.048386082,0.048814253,0.048386082,0.048814253,122035200
5/19/1982,0.047957923,0.048386089,0.047957923,0.048386089,75286400
5/20/1982,0.048386082,0.048814253,0.048386082,0.048386082,27619200
5/21/1982,0.048814271,0.049242436,0.048814271,0.048814271,38841600
5/24/1982,0.049242415,0.049670586,0.049242415,0.049242415,31987200
5/25/1982,0.049242415,0.049670586,0.049242415,0.049242415,51564800
5/26/1982,0.048814271,0.049242436,0.048814271,0.049242436,43276800
5/27/1982,0.047957923,0.048386089,0.047957923,0.048386089,31248000
5/28/1982,0.047957923,0.048386089,0.047957923,0.047957923,19196800
6/1/1982,0.047101598,0.047529767,0.047101598,0.047529767,47600000
6/2/1982,0.047957923,0.048386089,0.047957923,0.047957923,32905600
6/3/1982,0.046245262,0.047101599,0.046245262,0.047101599,39760000
6/4/1982,0.044960752,0.045388921,0.044960752,0.045388921,37676800
6/7/1982,0.044960752,0.045388921,0.044960752,0.044960752,37161600
6/8/1982,0.044532575,0.044960743,0.044532575,0.044960743,31404800
6/9/1982,0.043676246,0.044104414,0.043676246,0.044104414,33846400
6/10/1982,0.044104423,0.044532592,0.044104423,0.044104423,34406400
6/11/1982,0.045817092,0.046245261,0.045817092,0.045817092,54633600
6/14/1982,0.045817092,0.046245261,0.045817092,0.045817092,29993600
6/15/1982,0.045817092,0.046245261,0.045817092,0.045817092,35212800
6/16/1982,0.045817092,0.046245261,0.045817092,0.045817092,41731200
6/17/1982,0.044960752,0.045388921,0.044960752,0.045388921,29164800
6/18/1982,0.044104423,0.04496076,0.044104423,0.04496076,19868800
6/21/1982,0.044104423,0.044532592,0.044104423,0.044104423,28537600
6/22/1982,0.045817092,0.046673429,0.045817092,0.045817092,17561600
6/23/1982,0.047101598,0.047957935,0.047101598,0.047101598,52752000
6/24/1982,0.047101598,0.047529767,0.047101598,0.047101598,44150400
6/25/1982,0.045388911,0.045817079,0.045388911,0.045817079,26678400
6/28/1982,0.044960752,0.045388921,0.044960752,0.045388921,25155200
6/29/1982,0.043676246,0.044104414,0.043676246,0.044104414,35817600
6/30/1982,0.043676246,0.044104414,0.043676246,0.043676246,67625600
7/1/1982,0.043248072,0.043676241,0.043248072,0.043676241,55731200
7/2/1982,0.041106459,0.041534627,0.041106459,0.041534627,58105600
7/6/1982,0.039393779,0.039821947,0.039393779,0.039821947,87696000
7/7/1982,0.039393779,0.039821947,0.039393779,0.039393779,30374400
7/8/1982,0.037681121,0.03810929,0.037681121,0.03810929,164326400
7/9/1982,0.038965631,0.0393938,0.038965631,0.038965631,128419200
7/12/1982,0.039821953,0.040250121,0.039821953,0.039821953,63392000
7/13/1982,0.042391744,0.042819912,0.042391744,0.042391744,114374400
